Original Query,Analyzed Query
كهرباء,"['.', 'كهرباء', 'ال+']"
سيجارة إلكترونية,"['.', 'سيجار', '+ة', 'إلكتروني', '+ة', 'و+']"
شيشه الكترونيه,"['.', 'شيش', 'ال+', 'ال+', 'ال+', 'كاريكاتير']"
الكترونيات,"['[رابط]', 'حاسب', '+ات', '[رابط]']"
الجيديوم,"['.', 'ال+', '##جيد', '##يوم', 'و+']"
كريم اليكا,"['.', 'كريم', 'ال+', 'نجار', 'صور']"
الصفوة,"['.', 'ال+', 'سما', '##و', '+ة', 'و+']"
زبده,"['[رابط]', '[رابط]', '+ة', 'ال+']"
زبده 200,"['.', 'زبد', '##ه', '200', '+ة']"
ايلي,"['.', '[رابط]', '+ة']"
ذره مثلجه,"['.', 'ذر', 'ال+', 'حر', 'ال+', 'ال+']"
السي,"['.', 'ال+', '[رابط]', '+ت']"
شامبو الفيف,"['.', 'شامبو', 'ال+', 'أطفال', 'ال+']"
جمر,"['[رابط]', '[رابط]', 'ال+']"
خيار الإمارات,"['.', 'خيار', 'ال+', 'إمار', '##ات', 'و+']"
معكرونة الإمارات,"['.', 'معكرون', '##ة', 'ال+', 'إمار', '##ات', 'في']"
طماطم الإمارات,"['.', 'في', 'ال+', '##إمار', '##ات', 'ال+']"
تاكيز,"['.', '[رابط]', '[رابط]', 'ال+']"
خالي,"['.', '[رابط]', '+ه']"
حليب خالي,"['.', 'حليب', '.', '+ة']"
انشانتر,"['.', 'انش', 'ال+', 'ال+', '##ر', '+ت']"
اندرمي,"['.', 'عن', '+ة', 'ال+']"
طاقة,"['.', 'طاق', 'ال+', 'و+']"
طاقه,"['.', 'طاق', '+ة', '+ة']"
مشروب الطاقة,"['.', 'مشروب', 'ال+', 'طاق', '+ة', 'و+']"
مشروب طاقة,"['.', 'مشروب', 'طاق', '+ة', 'و+']"
مشروب طاقه,"['.', 'ال+', 'طاق', '+ة', 'و+']"
رد مشروب طاقة,"['.', 'رد', 'ال+', 'طاق', '+ة', 'و+']"
مشروبات طاقه,"['.', 'مشروب', 'ال+', 'طاق', 'ال+', 'و+']"
مشروبات طاقة,"['.', 'مشروب', 'ال+', 'طاق', 'ال+', 'و+']"
هندسة,"['[رابط]', 'هندس', '+ة', '[رابط]']"
حليب انجوي,"['.', 'حليب', 'انجو', '##ي', '+ة']"
كافي,"['.', '.', '+ه']"
انزومي,"['.', '[رابط]', 'إسماعيل', 'ال+']"
ملحمة,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
ملحمه,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
لبن عيران,"['.', 'جورج', 'عير', '[رابط]', 'ال+']"
ماحي,"['.', '[رابط]', 'ال+']"
ايرويك,"['.', 'ايرو', '+ه', '+ه']"
اساي,"['.', 'اس', '##ا', '+ي', '+ت']"
اسكالوب,"['.', 'جون', '##ال', '##و', '.', '.']"
اسكينول,"['.', 'اسكي', '##نول', 'ال+']"
اسبرسو,"['.', '[رابط]', '##سو', '+ة']"
اسبريسو,"['.', 'اسبر', 'تشرين', 'تشرين']"
قهوه اسبريسو,"['.', 'قهو', 'ال+', 'اسبر', '##يسو', 'كاريكاتير']"
قهوة اسبريسو,"['.', 'قهو', '+ة', 'اسبر', '##يسو', 'كاريكاتير']"
ايسنس,"['.', 'توب', '##س', 'ال+']"
زيت عطري,"['.', 'زيت', 'عطري', '+ة']"
يوسرين,"['.', 'عن', '##ري', '[رابط]', 'ال+']"
يوسيرين,"['.', 'عن', 'هآرتس', 'اندبندنت', 'ال+']"
حليب مبخر,"['.', 'حليب', '.', '+ة']"
هرشي,"['.', 'داع', '##ي', 'ال+']"
افيان,"['.', 'اف', '##ي', '##ان', '+ه']"
ايفيان,"['.', '[رابط]', 'ال+']"
ايفيان مياه,"['.', 'ال+', 'مياه', 'ال+']"
ايفرا,"['.', 'ايفر', '##ا', 'ال+']"
لبن نعاج,"['.', 'ال+', '+ة', 'ال+']"
شاي ممتاز,"['.', 'شاي', 'ممتاز', 'ال+']"
مشقر,"['[رابط]', '[رابط]', 'ال+']"
فوش,"['.', '[رابط]', 'ال+']"
مبيد,"['.', '[رابط]', '+ة']"
اكسترا,"['.', 'ب+', '##ا', 'ال+']"
اكسترا علكة,"['.', 'اكستر', 'ال+', 'علك', 'ال+', 'كاريكاتير']"
علكة اكسترا,"['.', 'علك', 'ال+', 'اكستر', 'ال+', '##و']"
علك اكسترا,"['.', 'ال+', '##ت', '##ا', 'ال+']"
بندول اكسترا,"['.', 'بول', 'اكستر', '##ا', 'ال+']"
علج اكسترا,"['.', 'ال+', 'اكستر', '##ا', 'ال+']"
زيتون بكر ممتاز,"['.', 'زيتون', 'بكر', '+ة', 'ال+']"
العين,"['.', 'ال+', '##عي', '##ن', '+ة']"
عين,"['+ه', 'عين', '+ه']"
كريم العين,"['[رابط]', 'كريم', 'ال+', '##عي', 'ال+', '[رابط]']"
قطرة العين,"['.', 'قطر', '##ة', 'ال+', '##عي', 'ال+', 'و+']"
قطره عين,"['.', 'قطر', '+ة', 'عين', 'ال+']"
قطرة للعين,"['.', 'قطر', 'ال+', 'ل+', '##لع', 'ال+', 'و+']"
قطرة عين,"['.', 'قطر', '+ة', 'عين', '+ة']"
بيض العين,"['.', 'بيض', 'ال+', '##عي', 'ال+', 'كاريكاتير']"
لبن العين,"['.', 'طارق', 'ال+', '##عي', 'ال+', 'كاريكاتير']"
حليب العين,"['.', 'حليب', 'ال+', '##عي', 'ال+', 'و+']"
مرطب العين,"['.', 'في', 'ال+', '##عي', 'ال+', 'ال+']"
مرطب عيون,"['.', 'ال+', '+ات', 'ال+']"
مرطب عين,"['.', 'ال+', 'عين', '+ة']"
مرطب للعين,"['.', 'مرطب', 'ل', '##لع', '##ين', 'كاريكاتير']"
روب العين,"['.', 'عدنان', 'ال+', '##عي', 'ال+', '+ة']"
ماء العين,"['.', 'ماء', 'ال+', '##عي', '##ن', '+ة']"
صبغة حواجب,"['.', 'صبغ', 'ال+', 'حواجب', 'ال+']"
قلم حواجب,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
حواجب,"['حواجب', 'حواجب', '.']"
صمغ رموش,"['.', 'ال+', 'رمو', '##ش', 'ال+']"
رموش,"['.', 'رمو', '##ش', 'ال+']"
كحل,"['+ه', 'كاريكاتير', '+ه']"
عيون,"['.', '[رابط]', 'ال+']"
فا,"['.', 'ف', '##ا', '+ة']"
فيب,"['.', 'في', '##ب', '+ه']"
فابيون,"['.', 'فابيو', '##ن', 'ال+']"
قماش,"['.', 'كاريكاتير', '.']"
منعم الأقمشة,"['.', 'أخبار', 'ال+', 'ص', '##مش', 'ال+', 'و+']"
منعم ملابس,"['.', 'ال+', '+ة', 'ال+']"
وجه,"['.', 'كاريكاتير', '.']"
شفرات وجه,"['.', 'بطاق', '+ات', 'وجه', '.']"
قطن وجه,"['.', 'قطن', '+ة', 'ال+']"
كريم للوجه,"['.', 'كريم', 'ل', 'ال+', '[رابط]', 'ال+']"
كريم الوجه,"['.', 'كريم', 'ال+', '##وج', '##ه', '+ان']"
كريم وجه,"['.', 'كريم', '+ة', 'ال+']"
ماسك الوجه,"['.', 'ماسك', 'ال+', '##وج', '##ه', 'ال+']"
قناع الوجه,"['.', 'قناع', 'ال+', '##وج', '##ه', 'ال+']"
ماسك للوجه,"['.', 'ال+', 'ل', '##ا', '##ه', 'ال+']"
غسول الوجه,"['.', 'ب+', 'ال+', '##وج', '##ه', 'ال+']"
غسول للوجه,"['[رابط]', 'ال+', 'ل', '+ت', 'ال+', 'و+']"
غسول وجهه,"['.', 'ال+', 'وجه', 'ال+', 'ال+']"
غسول وجه,"['.', 'ال+', 'وجه', 'ال+']"
شفرات للوجه,"['.', 'شفر', '##ات', 'ال+', '##لوج', 'ال+', 'ال+']"
مرطب الوجه,"['.', '[UNK]', 'ال+', '##وج', '##ه', 'ال+']"
مرطب للوجه,"['.', '[UNK]', 'ل', 'صور', '[رابط]', 'ال+']"
مرطب وجه,"['.', 'معرض', '+ة', 'ال+']"
صابون الوجه,"['.', 'صابون', 'ال+', '##وج', 'ال+', 'ال+']"
صابون وجه,"['.', 'صابون', '[رابط]', 'ال+']"
صابون للوجه,"['[رابط]', 'ال+', 'ل', 'ال+', 'ال+', 'ال+']"
مناديل الوجه,"['.', 'ب+', 'ال+', '##وج', '##ه', 'ال+']"
مناديل للوجه,"['[رابط]', 'ال+', 'ل', '##ت', '+ة', '+ة']"
مناديل وجه,"['.', 'رسائل', '.', 'ال+']"
فير اند لفلي,"['.', 'ال+', '##ر', '+ون', 'ل', '##فلي', '+ت']"
فيري سائل,"['.', 'في', 'في', 'سائل', '+ت']"
صابون فيري,"['.', 'صابون', 'في', '##ري', '+ة']"
فاهيتا,"['.', 'ف', '##ا', '##ه', '##يتا', 'كاريكاتير']"
فلافل,"['.', '[رابط]', '+ة']"
فالكون,"['.', '[رابط]', '##ون', 'ال+']"
ورنلي,"['.', 'ورن', '##لي', '.']"
فام,"['.', 'ف', '##ام', '+ه']"
فام فوط صحية,"['.', 'ف', '##ام', '+ون', 'صحي', '+ة', 'و+']"
فام فوط,"['.', 'ف', '##ام', '.', '+ت']"
فوط فام,"['.', 'ال+', 'ف', '##و', '+ت']"
سكر الاسره,"['.', 'سكر', 'ال+', '##اس', '##ر', '##ه', 'ال+']"
سكر الاسرة,"['.', 'سكر', 'ال+', '##اس', '##ر', '+ة', 'و+']"
معروف,"['و+', 'داع', 'و+']"
فانتا,"['.', 'فان', '##ت', '##و', '.']"
فانتا فراوله,"['.', 'فان', '##ت', '+ة', 'ال+', '+ة', 'ال+']"
فانتا فراولة,"['.', 'فان', '##ت', '+ة', 'فراول', '+ة', 'و+']"
عصير فرح,"['.', 'عصير', 'فرح', '+ة']"
فارليز,"['.', 'فار', '+ين', 'ال+']"
المزرعة,"['.', 'ال+', '##مز', '##خاب', '+ة', 'و+']"
دجاج المزرعة,"['.', 'دجاج', 'ال+', '##مز', '##ل', 'ال+', 'ال+']"
فارو,"['.', 'فارو', '+ة']"
فرشاه,"['.', 'فرشا', '+ة', 'و+']"
فرشاه شعر,"['كاريكاتير', 'فرشا', '+ة', 'شعر', 'كاريكاتير']"
فحم سريع,"['.', 'فحم', 'سريع', '+ة']"
فحم سريع الاشتعال,"['.', 'فحم', 'سريع', 'ال+', 'خل', 'ال+', 'اشتعال', 'ال+']"
جبنه دهن,"['.', 'جبن', '##ه', 'دهن', 'ال+']"
جبنة دهن,"['.', 'جبن', '+ة', 'و+', 'ال+']"
شوكلاته دهن,"['.', 'شوك', '##لا', '##ت', '+ه', '[رابط]', '+ة']"
شوكولاته دهن,"['.', 'ال+', '+ة', 'ال+']"
شوكولاتة دهن,"['.', 'شوكولات', '+ة', '[رابط]', '+ت']"
خالي الدسم,"['.', 'أخبار', 'ال+', '##دس', '##م', 'ال+']"
زبادي خالي الدسم,"['.', 'زبادي', 'خالي', 'ال+', '##دس', '##م', 'ال+']"
فطاير,"['.', '.', '+ه']"
جبن ابو الولد,"['.', 'جبن', '+ة', 'ال+', '##ولد', 'ال+']"
لبن أب,"['.', 'ال+', '+ة', 'ال+']"
فول مدمس,"['.', 'فول', 'مد', '##مس', 'ال+']"
ريش,"['[رابط]', '[رابط]', 'ال+']"
رضاعات,"['.', 'حضان', '+ات', '.']"
فيليكس,"['.', 'رويترز', 'ال+']"
فيم,"['.', 'في', '##م', '+ت']"
غسول نسائي,"['.', 'غسول', 'نسائي', '.']"
حفاضات نسائيه,"['.', 'حفاض', 'ال+', 'نسائي', 'ال+', 'و+']"
فام ماكسي,"['.', 'ف', '##ام', 'ماكس', '##ي', '+ة']"
فام ريلاكس,"['.', 'ف', '##ام', 'ري', '##لاك', '[رابط]', '+ة']"
فنستيل,"['.', 'ال+', '+ت', 'ال+']"
شمر,"['[رابط]', '[رابط]', 'ال+']"
فيروجلوبين,"['.', 'في', 'في', '##لوبي', '##ن', '.']"
فريرو,"['.', '[رابط]', '##و', '+ة']"
فيريرو,"['.', '[UNK]', 'ال+']"
فريرو روشيه,"['.', 'فرير', '##و', 'روش', 'ال+', '##ه', 'دير']"
فيريرو روشيه,"['.', '[UNK]', 'روش', '##ي', '##ه', '+ة']"
فيري,"['.', 'في', '##ري', '+ه']"
جبنة فيتا,"['.', 'جبن', '##ة', 'ال+', 'ال+', '##ا', '+ت']"
جبن فيتا,"['.', 'جبن', 'ال+', 'ال+', '##ا', '+ت']"
جبنه فيتا,"['.', 'جبن', '##ه', 'ال+', 'ال+', 'ال+', 'ال+']"
فوتتشيني,"['.', 'فوت', '##تشي', '##ني', '+ة']"
فيتوتشيني,"['.', 'فيتو', '##تشي', '##ني', '+ة']"
فوتوتشيني,"['.', 'فوتو', '##تشي', '[رابط]', '+ة']"
تيب,"['.', '[رابط]', 'ال+']"
ليف,"['.', '.', 'و+']"
ليفه استحمام,"['.', 'ال+', 'ال+', '[رابط]', 'و+']"
ليفة استحمام,"['.', 'ليف', 'ال+', 'استحمام', 'ال+']"
فيكو,"['.', 'في', '##كو', '.']"
شيبس فيكو,"['.', 'كاريكاتير', 'في', '##كو', 'كاريكاتير']"
فيكو شيبس,"['.', 'في', '##كو', 'شيبس', '.']"
فيكو فريش,"['.', 'في', '##كو', '.', '+ت']"
بطاطس فيكو,"['.', 'كاريكاتير', 'ال+', '##كو', 'ال+']"
بطاط فيكو,"['.', '[UNK]', 'ال+', 'بيروت', '+ت']"
فيكو سمايلز,"['.', 'في', '##كو', 'سما', '+ة', 'كاريكاتير']"
ليفه,"['.', 'شا', '+ه', '+ه']"
فيجي,"['.', '[رابط]', 'ال+']"
ملف,"['[رابط]', '[رابط]', 'ال+']"
فيليه,"['.', 'ال+', '##لي', '##ه', '+ت']"
فيلية,"['.', '+ة', '##لي', '+ة', 'و+']"
موز فلبيني,"['.', 'ال+', '+ة', 'ال+']"
سمك فيليه,"['.', 'سمك', 'ال+', '##لي', '##ه', 'ال+']"
فيلورجا,"['.', 'في', '##لور', '.', '.']"
فلتر,"['.', '.', '.']"
فاين,"['.', '[رابط]', '+ة']"
فاين بيبي,"['.', '[رابط]', '!', '+ة']"
حفاضات فاين بيبي,"['.', 'ه', '##ات', 'فاين', 'بيبي', '+ة']"
فاين بيبي حفاضات,"['.', '[UNK]', '[UNK]', '##في', '##ات', '+ة']"
فلفل اسود ناعم,"['.', 'فلفل', 'أسود', 'ناعم', 'ال+']"
حفاضات فاين,"['.', 'مقال', '##ات', '[رابط]', '+ة']"
فاين فلافي,"['.', 'سامي', 'فلا', '##في', '+ة']"
برغل ناعم,"['+ة', 'برغل', 'ناعم', 'ال+']"
فاين ليدو,"['.', 'فاين', 'لي', '##دو', '+ة']"
فاين معطر,"['.', '[رابط]', '[رابط]', '+ة']"
فاين رول,"['.', 'فاين', 'رول', 'ال+']"
ملح ناعم,"['.', 'ملح', 'ناعم', 'ال+']"
سميد ناعم,"['.', 'ذوق', 'ناعم', 'ال+']"
مناديل فاين,"['.', '5', '[رابط]', '+ة']"
فاين مبلل,"['.', 'ال+', 'مب', '##ل', 'ال+', '-']"
سكر أبيض ناعم,"['.', 'سكر', 'أبيض', 'ناعم', 'ال+']"
بسكوت اصابع,"['.', 'ال+', '.', 'ال+']"
بسكويت اصابع,"['.', 'ال+', '.', 'ال+']"
بطاطا اصابع للقلي,"['.', 'ال+', '.', '+ة', '##ا', '+ي', 'ال+']"
اصابع,"['.', '[رابط]', 'ال+']"
أصابع,"['.', 'أصابع', 'ال+']"
فنش,"['.', 'فن', '##ش', '.']"
فينيش,"['.', 'في', '##نيش', '.']"
فينش,"['.', 'في', '+ه', '.']"
فينو,"['.', 'ال+', 'ال+', '##و', '+ت']"
نار,"['.', '.', 'ال+']"
العاب ناريه,"['.', 'ألعاب', 'ناري', '+ة', '+ة']"
اولويز,"['[رابط]', 'و', '+ات', '+ة']"
اوال,"['.', '[رابط]', '+ة']"
أوال,"['.', 'أو', 'ال+', '+ت']"
حليب أوال,"['.', 'حليب', 'أو', 'ال+', '+ت']"
حليب اوال,"['.', 'حليب', '.', 'ال+']"
اسماك,"['[رابط]', '[رابط]', 'ال+']"
سمك,"['.', 'سمك', 'ال+']"
فيليه سمك,"['.', 'في', '##لي', '##ه', 'سمك', '+ة']"
بهار سمك,"['.', 'ال+', 'سمك', 'ال+']"
بهارات سمك,"['.', 'بهار', '+ات', 'سمك', 'ال+']"
فيتنس,"['.', 'في', '##ت', '##نس', '.']"
فطر,"['عيد', 'فطر', 'ال+']"
الفيف,"['[رابط]', 'ال+', '[رابط]', '[رابط]']"
فيكس,"['.', 'في', 'كاريكاتير', 'كاريكاتير']"
فيكس نكهة,"['.', 'في', '##كس', 'نكه', '+ة', '.']"
عصير غازي,"['.', 'عصير', 'غازي', '+ة']"
فلاجيل,"['.', 'اف', '##ي', '##ل', '+ة']"
فليك,"['.', '[رابط]', '[رابط]', 'ال+']"
كيك فليك,"['.', 'كيك', 'فلي', '##ك', 'ال+']"
شعلة,"['[رابط]', 'نبذ', '+ة', '+ة']"
شعله,"['[رابط]', '[رابط]', '##ه', 'ال+']"
لمبه,"['[رابط]', 'لم', '##ب', '[رابط]', '+ة']"
فلامنجو,"['.', '[رابط]', 'ال+']"
فلامينجو,"['.', 'فلام', '##ينج', '##و', '+ة']"
فلاش,"['[رابط]', '[رابط]', 'ال+']"
قارورة,"['.', 'معرض', '+ة', '.']"
نكهة,"['+ة', 'نكه', '+ة', '.']"
حلوى بنكهة,"['.', 'حلوى', 'مؤ', '+ة', '##ة', 'و+']"
علكة بنكهة,"['.', 'علك', '##ة', 'ال+', 'ال+', 'ال+', 'و+']"
حليب منكه,"['.', 'حليب', 'ال+', '##ك', 'ال+', 'ال+']"
حليب نكهات,"['.', 'حليب', 'سلال', '+ات', '+ة']"
حليب بنكهة,"['.', 'حليب', 'ال+', '##ه', 'ال+', 'ال+']"
نكهات,"['[رابط]', 'وكال', '+ات', 'ال+']"
بذور كتان,"['.', 'بذور', 'كتان', 'ال+']"
بذور الكتان,"['.', 'بذور', 'ال+', '##ك', 'ال+', '##ان', 'و+']"
فليه,"['.', '[رابط]', '[رابط]', 'ال+']"
فليت,"['.', '[رابط]', '##ت', 'ال+']"
فلكس,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
فليكس,"['.', '[رابط]', '+ة']"
لين,"['.', 'لي', '##ن', '+ين']"
ذباب,"['.', '[رابط]', 'ال+']"
فلودركس,"['.', 'عن', 'رويترز', '[رابط]', 'ال+']"
منظف أرضيات,"['.', 'كاريكاتير', 'E', '+ات', '+ة']"
منظف ارضيات,"['.', 'كاريكاتير', 'ب', '+ات', '+ة']"
معطر ارضيات,"['.', 'كاريكاتير', 'E', '##ات', '+ة']"
ممسحة الأرض,"['.', 'ممسح', '##ة', 'ال+', 'أرض', 'ال+']"
ارضيات,"['[رابط]', 'مقال', '+ات', '+ة']"
فلوريدا,"['رويترز', '[رابط]', 'ال+']"
عصير فلوريدا,"['.', 'عصير', '[رابط]', '+ة']"
فلوريدا ناتشورال,"['.', 'أخبار', 'ناتشو', '##ر', '##ال', '+ة']"
طحينه,"['+ة', 'لاذقي', '+ة', 'و+']"
طحين,"['.', 'طحين', '.']"
طحين لجميع,"['.', 'كاريكاتير', '.', '[رابط]', '+ة']"
طحين لجميع الاستخدامات,"['.', 'ال+', 'ال+', '##يع', 'ال+', '##اس', 'ال+', '##ال', '##اما', '##ت', 'ال+']"
دقيق لجميع الاستعمالات,"['.', 'دقيق', 'و+', '##يع', 'ال+', '##اس', 'ال+', '##ت', '##ات', 'ال+']"
مطاحن الدقيق,"['.', 'مطاحن', 'ال+', '##دق', '.', '+ة']"
مطاحن الدقيق والمخابز,"['.', 'مطاحن', 'ال+', '##دق', 'ال+', 'ال+', 'ال+', '##مخ', 'ال+', '.', '+ة']"
طحين رقم 1,"['ال+', 'جدول', 'رقم', '1', 'ال+']"
طحين رقم ١,"['.', '[UNK]', 'رقم', '[UNK]', 'ال+']"
طحين رقم 2,"['ال+', 'جدول', 'رقم', '2', 'ال+']"
حلاوه طحينيه,"['##ة', 'حلاو', '##ه', 'طحين', '+ة', '##ه', '+ة']"
حلاوة طحينية,"['.', 'حلاو', '##ة', 'طحين', '##ة', '##ة', 'لؤي']"
زهرة,"['[رابط]', 'زهر', '[رابط]', '+ة']"
زهورات,"['.', 'زهور', '[رابط]', '+ة']"
زهور,"['[رابط]', 'زهور', 'ال+']"
فلوتاب,"['.', 'فلوت', '##ا', '##ب', '.']"
فلودريكس,"['.', 'فلو', 'رويترز', '##س', '+ة']"
فلافي,"['.', '[رابط]', '##في', 'ال+']"
حليب سايل,"['.', 'حليب', '.', 'ال+']"
فلوتس,"['.', 'فلوت', '##س', '.']"
فوم,"['.', 'داع', '.']"
زبد,"['.', '[رابط]', 'ال+']"
رغوة,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
رغوه,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
تكيز,"['.', '##كيان', '+ه', '+ت']"
فول,"['.', 'فول', '.']"
فوليك,"['.', '[رابط]', 'ال+']"
فوليك اسيد,"['.', 'فوليك', 'اسيد', 'ال+']"
حمض الفوليك,"['.', 'حمض', 'ال+', '##فول', '##يك', 'و+']"
فولتفاست,"['.', 'فول', '##ت', '[رابط]', '[رابط]', '+ة']"
طعام,"['.', 'طعام', 'و+']"
اكل,"['.', '[رابط]', '+ة']"
لون طعام,"['.', 'لو', '##ن', 'طعام', 'كاريكاتير']"
ملون طعام,"['.', 'ال+', '[رابط]', 'ال+']"
الوان طعام,"['.', 'ال+', 'ال+', '.', 'و+']"
حافظة طعام,"['.', 'حافظ', '+ة', 'طعام', 'و+']"
زيت طعام,"['.', 'زيت', 'طعام', '+ة']"
اكياس حفظ الطعام,"['.', 'ل+', 'حفظ', 'ال+', 'ال+', 'و+']"
القدم,"['.', 'ال+', 'ميل', 'و+']"
كورة قدم,"['.', 'كور', '+ة', 'قدم', '+ة']"
كورة,"['.', 'كور', '+ة', 'و+']"
كوره,"['.', 'كور', '+ه', 'و+']"
للقطط,"['.', 'ل', '##لق', '##طط', '.']"
للاطفال,"['.', 'ل+', 'ال+', 'أطفال', 'و+']"
للشعر,"['.', 'ل+', '##ل', '+ه', 'و+']"
برايم,"['[رابط]', '[رابط]', 'ال+']"
للوجه,"['[رابط]', 'ل', 'نبذ', '##ه', '+ة']"
للانف,"['.', 'ل+', 'ال+', '##نف', '+ت']"
شوكة,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
فارم,"['.', '.', '+ة']"
قالب,"['.', '+ه', '+ه', 'و+']"
شكلت,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
فورنو,"['.', 'فور', 'ال+', '##و', '.']"
فوستر,"['.', 'فورد', 'فورد']"
فوستر كلاركس,"['.', 'فوستر', 'كلارك', '##س', '+ة']"
